SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_1200_79,719400,12351200,361880,3789200,10783,291700,13532,197100,13894,232200,
seq_1200_80,719400,12028600,358226,3714900,10778,290700,14185,208800,14748,233200,
seq_1200_81,719400,11754900,352702,3754400,10767,291400,14405,231100,12677,228300,
seq_1200_82,719400,12155500,355667,3646600,10793,291100,13797,200700,12381,227500,
seq_1200_83,719400,12206900,363965,3793500,10778,291900,12158,192900,13869,235300,
seq_1200_84,719400,12281300,367492,3949900,10809,300400,15407,236100,13066,237900,
seq_1200_85,719400,12541900,356125,3708000,10770,328100,12639,204200,13399,230300,
seq_1200_86,719400,12529700,356927,3724000,10823,316900,12599,208400,12866,243700,
seq_1200_87,719400,12098500,363455,3877700,10767,328400,14477,228800,12599,235800,
seq_1200_88,719400,12319700,371385,3874400,10789,299700,13200,197400,12889,236100,
seq_1200_89,719400,11750900,346730,3610900,10799,322200,14644,238600,14386,240300,
seq_1200_90,719400,12352300,362881,3935500,10785,366600,13260,212100,14305,305700,
seq_1200_91,719400,12580500,368632,3849500,10791,329000,14586,223500,14254,251000,
seq_1200_92,719400,12183400,357099,3763400,10757,299400,12514,209600,13459,228500,
seq_1200_93,719400,12184200,361053,3671500,10793,290500,13840,202700,12883,231300,
seq_1200_94,719400,12067000,354250,3649000,10791,293000,15506,233200,14751,247000,
seq_1200_95,719400,11857200,353412,3870900,10797,291200,14433,202700,14283,240100,
seq_1200_96,719400,12380600,352626,3587000,10787,291400,13332,210600,12776,223500,
seq_1200_97,719400,12016800,349929,3559200,10782,604200,13033,198200,14959,244900,
seq_1200_98,719400,12236600,350716,3779600,10793,732900,15540,230300,12995,234900,
seq_1200_99,719400,12104700,361503,3696600,10779,291700,13186,213300,13825,224600,
seq_1250_0,780625,13126700,399463,4070700,11289,302400,14205,213200,14733,243500,
seq_1250_1,780625,13099400,390126,4372900,11294,305300,16237,231400,13949,238800,
seq_1250_2,780625,13070900,392770,3991000,11302,301200,14122,216800,14035,240500,
seq_1250_3,780625,13243000,400998,4196800,11275,301100,14728,224900,14006,247400,
seq_1250_4,780625,13090100,380141,4110800,11305,730100,13679,210300,14457,251500,
seq_1250_5,780625,13330400,392013,3985000,11272,777100,13730,211600,13325,230400,
seq_1250_6,780625,13303600,392482,4011700,11299,304100,13313,209000,14321,254500,
seq_1250_7,780625,13205500,404255,4162300,11299,304000,13242,205400,14636,320300,
seq_1250_8,780625,13039500,381409,3888400,11321,301600,15972,229900,13851,233700,
seq_1250_9,780625,13314900,384878,3914500,11286,304500,13704,200400,14449,245600,
seq_1250_10,780625,12936000,394279,4622900,11306,303600,13915,206500,14789,251400,
seq_1250_11,780625,13410200,395060,4015800,11324,302900,14330,213100,16600,246600,
seq_1250_12,780625,13309900,401704,4275800,11298,341700,14433,233600,14125,253200,
seq_1250_13,780625,13687200,393697,4105400,11361,645900,15741,225400,15348,253200,
seq_1250_14,780625,13581000,390365,4079900,11273,305700,13820,223000,14591,238800,
seq_1250_15,780625,13404100,383225,3926100,11297,304900,14464,225500,14776,248500,
seq_1250_16,780625,13456700,390489,4070800,11303,342200,15309,232100,14732,251000,
seq_1250_17,780625,13372200,375523,3914500,11326,341200,17712,233700,14375,246500,
seq_1250_18,780625,13631700,387181,4047800,11314,342100,13632,216300,15956,271900,
seq_1250_19,780625,13197300,372179,3885700,11335,311300,13986,227900,14381,254100,
seq_1250_20,780625,13543200,398195,4149300,11294,339700,17279,281800,13355,240200,
seq_1250_21,780625,12581500,378742,4028300,11360,325400,14498,221400,14451,236900,
seq_1250_22,780625,13459000,379236,3999600,11294,310100,15879,237000,13982,250600,
seq_1250_23,780625,13310000,385969,4131100,11302,345300,14977,226600,13417,251400,
seq_1250_24,780625,13455400,384845,4010600,11294,344800,14004,223300,14444,266300,
seq_1250_25,780625,13024600,389887,3959400,11266,303800,14815,218600,13144,225400,
seq_1250_26,780625,13420000,382729,3939000,11297,304500,13979,251900,14151,235900,
seq_1250_27,780625,13198300,397120,4064000,11345,302200,15206,225800,14050,245900,
seq_1250_28,780625,13398800,383225,3889200,11322,303400,15195,221300,14336,247300,
seq_1250_29,780625,12696800,385807,4021800,11311,307500,15054,222400,13609,240300,
seq_1250_30,780625,13402500,393021,4170300,11339,311800,15699,228400,14522,252100,
seq_1250_31,780625,13431000,389899,4070800,11279,341000,14545,228300,14672,252400,
seq_1250_32,780625,13266900,388060,4102800,11286,310700,14856,218500,13514,249600,
seq_1250_33,780625,13654600,394487,4110100,11283,354400,14248,218200,14064,240100,
seq_1250_34,780625,13384900,393449,4118100,11322,301400,15175,222900,14692,240600,
seq_1250_35,780625,13123000,398662,4060700,11290,303400,12965,209400,14770,249100,
seq_1250_36,780625,13431700,394009,4110800,11293,304800,15014,206800,15715,259000,
seq_1250_37,780625,12704600,394131,4004700,11345,300000,14505,226500,13643,224300,
seq_1250_38,780625,13083200,403452,4212300,11264,303900,14299,208100,14145,244500,
seq_1250_39,780625,13079200,390054,4107400,11307,302000,13793,213300,14664,256300,
seq_1250_40,780625,13574600,394012,4057800,11309,306400,14177,217900,13585,231100,
seq_1250_41,780625,12970000,382480,4027100,11322,299600,13186,210800,14254,244000,
seq_1250_42,780625,13121400,405024,4110800,11310,302100,13381,213000,13587,236300,
seq_1250_43,780625,13187800,390484,4025500,11299,429700,13769,210000,16046,235700,
seq_1250_44,780625,13269600,398290,4045500,11276,300600,13969,209000,15117,261700,
seq_1250_45,780625,12726600,392750,3992000,11290,302500,13612,205100,13642,237000,
seq_1250_46,780625,12967600,392144,4810400,11317,305200,14172,212500,14506,248500,
seq_1250_47,780625,13082100,403942,4107900,11329,300900,14441,218500,14494,245800,
seq_1250_48,780625,13056100,384455,4099700,11325,303100,14934,228300,15208,256900,
seq_1250_49,780625,13104300,393872,4096300,11336,304000,12763,207300,13430,242700,
seq_1250_50,780625,13648400,395991,4025300,11353,303700,13796,213400,13402,235400,
seq_1250_51,780625,12941300,389821,4014300,11292,303200,13056,203100,13603,226900,
seq_1250_52,780625,13027600,383929,4015700,11285,303500,14712,220400,13864,243800,
seq_1250_53,780625,13313300,395617,4169700,11265,300700,14064,212000,15770,243700,
seq_1250_54,780625,13265200,392604,4001000,11322,304800,13862,206100,15225,238800,
seq_1250_55,780625,12942800,390112,4737900,11291,340900,13607,213300,14306,256300,
seq_1250_56,780625,13175500,397073,4036000,11324,304600,14171,214500,16043,264300,
seq_1250_57,780625,13060100,386559,4104900,11311,309800,14559,229600,14861,337800,
seq_1250_58,780625,12970200,389537,4171300,11322,302800,14150,213400,14352,235200,
seq_1250_59,780625,13143300,387576,3938900,11292,302300,15088,215100,14101,252800,
seq_1250_60,780625,12954400,387807,4020700,11302,302500,14181,220500,13957,239700,
seq_1250_61,780625,12954200,392057,3989000,11308,302000,14805,219100,13719,224800,
seq_1250_62,780625,13089300,380787,3913400,11309,302500,15367,219700,14797,248900,
seq_1250_63,780625,13034600,376849,3832900,11313,301300,14566,221700,14109,230400,
seq_1250_64,780625,13070200,387502,3970200,11321,303100,13666,201300,13265,232600,
seq_1250_65,780625,13609100,384600,4249000,11281,306600,15250,292800,14073,243600,
seq_1250_66,780625,13261100,397079,4176200,11319,303400,15188,226800,14544,237300,
seq_1250_67,780625,13260400,401849,4111100,11316,303100,13753,207700,15447,385000,
seq_1250_68,780625,13043900,381417,3887500,11314,305100,15663,224300,15763,264300,
seq_1250_69,780625,13195600,388028,4043400,11292,304000,14324,206700,12919,231700,
seq_1250_70,780625,12947600,377718,4022600,11320,302900,13439,214400,15002,251000,
seq_1250_71,780625,12974800,382364,3890100,11323,303300,15411,227900,13938,245800,
seq_1250_72,780625,13602700,386768,3990400,11298,305000,13674,270900,13871,281000,
seq_1250_73,780625,13463800,402457,4224400,11322,321200,14168,206700,13318,236100,
seq_1250_74,780625,13388100,410212,4276100,11300,310300,13774,214100,16074,264600,
seq_1250_75,780625,13141200,389158,4063600,11296,311600,14357,234700,12612,233000,
seq_1250_76,780625,13545300,393391,4098500,11327,680900,13200,215100,13484,237200,
seq_1250_77,780625,13490400,386749,4060600,11298,312700,13956,213600,14632,250400,
seq_1250_78,780625,13637000,382322,3922700,11316,302100,14034,214900,14856,244900,
seq_1250_79,780625,13183900,388157,3957800,11327,308700,14000,208000,14278,248300,
seq_1250_80,780625,13241800,391911,4124600,11288,374000,13901,675200,13746,293500,
seq_1250_81,780625,12962100,387340,4055500,11275,304200,14280,219400,13913,238700,
seq_1250_82,780625,13296100,389726,3995700,11297,303900,13632,205900,13645,238900,
seq_1250_83,780625,12999100,390988,4064300,11312,303500,14327,214100,15479,250500,
seq_1250_84,780625,13463500,390132,4423900,11261,640700,17512,252300,14007,225500,
seq_1250_85,780625,13179900,393110,4008300,11236,303500,15609,228800,13874,242600,
seq_1250_86,780625,13123500,377108,3977400,11328,304900,14604,235500,13933,235100,
seq_1250_87,780625,13697800,385650,4024000,11312,314900,13161,219200,14031,242000,
seq_1250_88,780625,13860800,395235,4269100,11332,347800,13602,223100,13871,261800,
seq_1250_89,780625,13804700,384365,4006900,11294,344800,15116,224800,13812,239900,
seq_1250_90,780625,13446000,397101,4236900,11324,311300,13736,215000,13831,244500,
seq_1250_91,780625,13113900,374826,3880900,11361,322300,14090,211200,13531,235800,
seq_1250_92,780625,13436000,392907,4056000,11352,635200,13160,208800,15761,247800,
seq_1250_93,780625,13266400,389571,4033100,11300,303700,15715,223100,13595,242500,
seq_1250_94,780625,13046300,390579,4055900,11275,301500,12804,201900,14393,240700,
seq_1250_95,780625,13055800,387046,4158500,11294,305700,13434,222800,14137,236800,
seq_1250_96,780625,13624700,380876,4000600,11293,344000,14507,226500,13999,240200,
seq_1250_97,780625,13444400,392421,4185400,11319,346100,15769,234800,14298,247800,
seq_1250_98,780625,13916000,389946,4069000,11309,309400,14821,242400,14062,240400,
seq_1250_99,780625,13496200,380002,3972200,11270,390300,14364,225300,14464,292800,
seq_1300_0,844350,14807700,429450,4422700,11847,632400,14375,218400,14763,238400,
seq_1300_1,844350,14280800,427409,4613600,11832,321900,14035,252400,14490,251500,
seq_1300_2,844350,14988800,413308,4212300,11826,318200,14327,225700,14997,251100,
seq_1300_3,844350,14297200,421987,4415800,11862,315100,16154,249100,14868,253300,
seq_1300_4,844350,14203500,419922,4308600,11860,315300,15006,229300,14246,242700,
seq_1300_5,844350,14238200,436468,4493300,11805,315900,15582,231800,14628,255000,
seq_1300_6,844350,14139200,422154,4368900,11846,314200,16054,231300,13767,242600,
seq_1300_7,844350,14797100,413123,4294800,11825,316100,15311,222000,14682,257500,
seq_1300_8,844350,13468200,427066,4374700,11852,309000,15591,226500,14294,280600,
seq_1300_9,844350,14439100,417172,4566200,11860,414000,13951,240800,14811,289700,
seq_1300_10,844350,15607900,421191,5230800,11822,345900,16083,228800,15972,264000,
seq_1300_11,844350,14678000,408176,4183400,11819,346200,15021,300400,14725,285300,
seq_1300_12,844350,14773300,432743,4639900,11825,323500,14508,225800,14419,261900,
seq_1300_13,844350,14891100,431237,4564700,11812,322500,15603,230100,14861,256700,
seq_1300_14,844350,14718800,434644,5708000,11809,327000,18487,280400,16186,275400,
seq_1300_15,844350,15403800,429238,4507000,11839,330500,15807,227900,15527,253700,
seq_1300_16,844350,14883300,422230,4405100,11828,358500,16702,232100,13854,251600,
seq_1300_17,844350,14718800,435321,4692000,11867,358700,14734,249500,13996,306700,
seq_1300_18,844350,14430200,422440,4409600,11799,322400,14669,235700,14745,254700,
seq_1300_19,844350,14366500,412452,4406700,11833,329000,15221,245000,14194,244800,
seq_1300_20,844350,14515200,433451,4547900,11856,326300,14298,231000,15669,272200,
seq_1300_21,844350,14485500,426624,4454900,11856,324900,15377,234600,16918,265200,
seq_1300_22,844350,14423400,426076,4639200,11849,382900,15627,226200,14014,246600,
seq_1300_23,844350,14561600,420122,4387700,11842,715500,16518,234900,15474,256600,
seq_1300_24,844350,14368600,424145,4485000,11860,318400,14620,227100,14216,317600,
seq_1300_25,844350,14109600,417890,4349700,11840,315200,13924,215600,14097,233100,
seq_1300_26,844350,14369400,420365,4272400,11796,313000,14009,284000,14984,315300,
seq_1300_27,844350,14768200,412908,4213400,11812,319900,14631,217300,13566,243300,
seq_1300_28,844350,14560000,418528,4385500,11838,311100,15285,231100,14568,243800,
seq_1300_29,844350,14675700,412361,4198400,11824,315600,14480,220200,13832,239100,
seq_1300_30,844350,14120600,431562,4646300,11853,313500,17947,275800,15207,250400,
seq_1300_31,844350,13797100,425707,4546600,11822,385600,14810,219500,15479,258700,
seq_1300_32,844350,15726200,426409,4497000,11835,355400,14949,230100,14739,263300,
seq_1300_33,844350,15008000,430637,4493000,11813,324400,15546,232400,14768,260600,
seq_1300_34,844350,14809900,425715,4956700,11822,321800,16293,239900,14942,258600,
seq_1300_35,844350,14453900,414789,4328900,11841,324100,14505,224100,14001,250100,
seq_1300_36,844350,14250900,424115,4347400,11787,313500,15854,213200,15593,261000,
seq_1300_37,844350,14498600,423446,4298100,11816,317100,15146,220200,15491,278300,
seq_1300_38,844350,14263700,417480,4335900,11816,320000,14463,220000,14815,249900,
seq_1300_39,844350,14080600,410835,4192700,11834,312900,15330,315000,14131,246200,
seq_1300_40,844350,14239200,421713,4341400,11857,353600,15607,224500,14927,246100,
seq_1300_41,844350,14308500,415450,4231800,11826,315300,13786,214600,14644,329900,
seq_1300_42,844350,14191400,398903,4063300,11815,316500,14820,227000,15534,272300,
seq_1300_43,844350,14515100,437711,4572600,11866,315100,14894,224900,15306,262100,
seq_1300_44,844350,14152200,423070,4300000,11851,314300,14380,214100,15701,270400,
seq_1300_45,844350,14150300,429935,5404000,11816,315700,13743,210100,16259,270800,
seq_1300_46,844350,14391900,418413,4247400,11818,612100,17091,258900,15198,254300,
seq_1300_47,844350,14406600,432546,4535100,11863,317800,13311,215000,14785,252300,
seq_1300_48,844350,14218600,427934,4363100,11804,314300,15571,236500,15163,259700,
seq_1300_49,844350,14253000,421716,4328200,11851,315400,15460,235700,14239,252500,
seq_1300_50,844350,14402600,422695,4330200,11805,316300,13421,214400,17185,260500,
seq_1300_51,844350,15026500,422751,4294500,11824,313200,14260,249700,15151,268400,
seq_1300_52,844350,14543300,427786,4460100,11860,366800,14613,231200,16509,292300,
seq_1300_53,844350,15349400,436440,4547400,11804,356900,13711,214400,17542,267900,
seq_1300_54,844350,13884500,420764,4569700,11809,314700,14338,230300,16696,270100,
seq_1300_55,844350,14859500,427734,4498200,11835,356200,16805,255900,15274,266500,
seq_1300_56,844350,14319000,416786,4516900,11829,357600,15772,220700,14167,243600,
seq_1300_57,844350,14220800,413655,4204600,11831,315000,15013,236500,15272,243800,
seq_1300_58,844350,14178500,412864,4261000,11860,316300,14032,260100,15620,266900,
seq_1300_59,844350,14923500,428052,4350800,11841,313300,14192,217500,15034,256300,
seq_1300_60,844350,14296700,433914,4532200,11794,324600,15891,253000,14734,264100,
seq_1300_61,844350,14488900,447134,4703000,11804,361400,14441,224200,14561,254100,
seq_1300_62,844350,14320300,416318,4358200,11857,322000,15616,237400,14861,256500,
seq_1300_63,844350,14359500,422685,4545400,11810,355200,15342,257800,14421,250000,
seq_1300_64,844350,14359400,410758,4205600,11875,318100,14142,207800,14484,252400,
seq_1300_65,844350,14278100,421263,4358700,11862,315300,14100,223100,15978,272400,
seq_1300_66,844350,14523300,420857,4275400,11824,315100,14416,221400,15867,259800,
seq_1300_67,844350,14209700,422534,4485800,11876,314000,17187,234300,15295,254600,
seq_1300_68,844350,14273100,423296,4299900,11813,315400,15224,229900,13816,239400,
seq_1300_69,844350,13864800,409743,4290700,11830,634100,16188,218600,15003,245600,
seq_1300_70,844350,14288700,428555,4370000,11796,316600,15955,228800,14955,260700,
seq_1300_71,844350,14179700,434490,4743600,11829,318400,14341,215500,15775,298400,
seq_1300_72,844350,14611200,428027,4353600,11826,313400,14665,210700,13661,241200,
seq_1300_73,844350,14358000,412684,4270500,11816,316700,15050,234300,14957,243000,
seq_1300_74,844350,14263600,421381,4277900,11841,314300,14293,221500,13736,233700,
seq_1300_75,844350,14078500,419125,4254500,11812,312600,15952,238700,15664,271500,
seq_1300_76,844350,14565600,433331,4537400,11812,315700,14638,222800,14686,257100,
seq_1300_77,844350,13807400,423122,4409900,11860,349200,15622,234400,16643,281600,
seq_1300_78,844350,14813600,411910,4340600,11828,403600,14138,237600,15095,266300,
seq_1300_79,844350,14553400,423580,4421900,11822,358300,15416,236300,14176,256700,
seq_1300_80,844350,14598500,432828,4604900,11816,359200,15483,228900,14759,264700,
seq_1300_81,844350,14350000,409888,4168700,11865,315100,13944,219400,15035,254400,
seq_1300_82,844350,14713400,425563,4502800,11857,315800,15052,233300,14954,246100,
seq_1300_83,844350,14476800,416175,4239500,11841,315000,14727,219900,14624,251000,
seq_1300_84,844350,14810100,428365,5120800,11864,319300,14921,239100,15354,298200,
seq_1300_85,844350,14363800,434773,4587000,11824,321600,13900,227400,15418,272900,
seq_1300_86,844350,14770700,427754,4469800,11847,324000,14895,230700,14222,254600,
seq_1300_87,844350,14470200,421734,4471300,11814,356500,14380,236600,15320,258700,
seq_1300_88,844350,14505300,435409,4564000,11810,325500,15854,239700,14512,254600,
seq_1300_89,844350,14780700,425647,4323900,11826,317100,14338,213900,14230,255600,
seq_1300_90,844350,14282400,431955,4390100,11846,314500,14523,221400,15574,261000,
seq_1300_91,844350,14342000,424360,4777100,11819,317300,14426,216600,15863,265100,
seq_1300_92,844350,14300200,420310,4277900,11845,684800,15419,265600,15222,257800,
seq_1300_93,844350,14305000,425598,4481700,11801,316600,14210,223200,14837,268100,
seq_1300_94,844350,14154100,419965,4373200,11828,316800,17400,247100,15352,250900,
seq_1300_95,844350,14309900,406001,4192800,11854,315000,15889,281700,14011,252400,
seq_1300_96,844350,14418700,415536,4371400,11837,316900,13439,214100,14866,244600,
seq_1300_97,844350,14934500,437082,4573700,11870,324300,14602,226800,13777,253100,
seq_1300_98,844350,14915700,414583,4387500,11852,325500,14530,221400,15199,263500,
seq_1300_99,844350,14971100,417461,4447500,11873,360700,15168,235900,14919,260600,
seq_1350_0,910575,14716200,452971,4714000,12338,334400,15452,242500,15302,258000,
seq_1350_1,910575,16042900,463690,4981900,12382,341800,15287,234800,15297,274000,
seq_1350_2,910575,15647100,458576,4854200,12365,373900,15068,247000,16240,276400,
seq_1350_3,910575,15599300,458194,4777500,12333,341500,16481,241800,15628,272800,
seq_1350_4,910575,15774900,454995,4745800,12372,361300,14524,222500,15030,274700,
seq_1350_5,910575,15781300,456022,4639500,12383,330200,16602,367700,17377,285800,
seq_1350_6,910575,15884300,453496,4664100,12351,337200,17425,238000,15814,275400,
seq_1350_7,910575,15139400,434291,4548400,12373,640400,14941,239800,15374,251400,
seq_1350_8,910575,15806400,453949,4774200,12362,330400,15441,426500,14661,283500,
seq_1350_9,910575,15356300,448767,4595300,12364,331400,14986,224500,16263,269200,
seq_1350_10,910575,16068100,442667,4664900,12407,330300,14962,227600,14910,253100,
seq_1350_11,910575,15262000,456973,4648900,12369,335400,16348,244800,14814,262000,
seq_1350_12,910575,15338100,452043,4605000,12349,328600,15383,228600,15173,268800,
seq_1350_13,910575,15323600,458919,4898100,12372,331400,16826,248900,15287,261500,
seq_1350_14,910575,15174500,447212,4547500,12363,639200,15153,224500,15021,249200,
seq_1350_15,910575,15447500,458797,4685400,12395,334300,14543,226300,15612,254700,
seq_1350_16,910575,15585500,448081,4772100,12331,335700,15416,233900,15860,278600,
seq_1350_17,910575,15980300,464724,4799800,12322,333700,16207,240200,16010,276100,
seq_1350_18,910575,15434700,439888,4497700,12371,332500,15719,231800,14709,259800,
seq_1350_19,910575,15371500,451765,4720200,12375,330500,15753,231900,14872,261000,
seq_1350_20,910575,15415500,463002,4715600,12385,330500,16495,252800,15139,257700,
seq_1350_21,910575,15425800,451867,4712600,12363,329900,17675,261700,16173,271700,
seq_1350_22,910575,14826100,467306,4911100,12404,374200,15681,264600,15446,279400,
seq_1350_23,910575,15687300,448012,4603700,12355,330700,15070,234400,15019,260000,
seq_1350_24,910575,15368700,446897,4708800,12347,339500,16230,243000,16107,279800,
seq_1350_25,910575,15870300,457538,4781200,12354,340400,14920,231700,15309,271400,
seq_1350_26,910575,15829600,454472,4739100,12342,378300,15262,236000,15771,279700,
seq_1350_27,910575,15810400,447788,4682500,12341,337300,16264,260700,14880,257300,
seq_1350_28,910575,15675100,475520,5099100,12365,342100,15558,243400,15494,263100,
seq_1350_29,910575,15468600,439956,4470400,12399,609400,15654,241400,14835,243200,
seq_1350_30,910575,15465000,457204,4932500,12352,331000,16022,224100,15392,257500,
seq_1350_31,910575,15682800,450044,4594500,12337,429800,14870,223300,14792,248900,
seq_1350_32,910575,15377600,451465,4659800,12389,416000,17396,252300,15721,276900,
seq_1350_33,910575,15359300,458844,5069000,12381,333300,15606,230300,14414,256700,
seq_1350_34,910575,15690500,470358,5146000,12388,337600,15544,250100,15294,256200,
seq_1350_35,910575,15296800,461107,4749500,12341,332800,16774,258600,15968,268400,
seq_1350_36,910575,15887600,455394,4723500,12374,634400,16309,237800,14356,258800,
seq_1350_37,910575,15877700,449494,4631400,12360,333000,16370,493800,16247,270200,
seq_1350_38,910575,15779000,461441,4708600,12348,329600,15566,246400,15240,269100,
seq_1350_39,910575,15914600,456592,5703100,12322,515300,14969,370700,15616,306500,
seq_1350_40,910575,15915200,454297,4782200,12356,342300,16138,251000,16408,294900,
seq_1350_41,910575,15836200,465775,4850500,12378,372500,16647,261600,13982,254000,
seq_1350_42,910575,15601000,448773,4705300,12383,339200,14322,228500,15230,267600,
seq_1350_43,910575,16086500,452882,4803300,12345,337800,14866,231400,15241,271400,
seq_1350_44,910575,15498900,460682,4805000,12340,335600,15321,233700,16373,275100,
seq_1350_45,910575,15653200,453578,4744900,12407,337600,15211,237400,15179,268800,
seq_1350_46,910575,15808900,439953,4670700,12364,340400,15246,237100,15520,271800,
seq_1350_47,910575,15815000,459754,4787000,12342,332700,15634,249100,16276,321000,
seq_1350_48,910575,15274300,450645,4577900,12362,331900,17307,241300,16469,266800,
seq_1350_49,910575,15403800,451443,5110100,12366,333600,14522,227900,15467,258500,
seq_1350_50,910575,15249100,445625,4534000,12348,329500,15039,218200,15122,258300,
seq_1350_51,910575,15339200,453681,4619000,12374,327200,14594,218800,15715,264900,
seq_1350_52,910575,16148400,456038,4844000,12350,332700,15685,229300,15619,274700,
seq_1350_53,910575,15336200,440927,4488700,12372,329900,16226,234600,14946,256400,
seq_1350_54,910575,15396900,467139,4743900,12358,330200,14970,242000,15022,260700,
seq_1350_55,910575,15890600,452829,4691500,12364,332600,14588,224500,16130,273900,
seq_1350_56,910575,15508600,448959,4562800,12336,422200,15330,228300,17355,278000,
seq_1350_57,910575,15724600,460607,4682400,12348,333600,15644,230300,17555,272400,
seq_1350_58,910575,15456500,471634,4945900,12383,648400,16036,235400,16197,283600,
seq_1350_59,910575,15889900,452691,4648100,12373,332200,16001,234900,15176,266000,
seq_1350_60,910575,15740100,444435,5305200,12340,329300,15609,228800,16616,272700,
seq_1350_61,910575,15857900,453182,4735400,12411,329800,15408,223700,15008,257000,
seq_1350_62,910575,15243900,447660,4643600,12379,333000,14508,227700,15412,252600,
seq_1350_63,910575,15458400,449968,4602800,12387,330800,16352,248200,15406,262000,
seq_1350_64,910575,15701400,460859,4769000,12399,330000,15963,255600,16561,268100,
seq_1350_65,910575,15428200,458007,4660700,12356,333200,17018,261800,17392,315300,
seq_1350_66,910575,15485000,446588,4570000,12378,331900,16477,248500,16200,254300,
seq_1350_67,910575,15311400,453930,4731800,12382,332300,16534,255600,16360,261000,
seq_1350_68,910575,15290300,447749,4567900,12373,333100,18065,251200,15004,263300,
seq_1350_69,910575,15806500,454430,5060700,12336,335200,16161,243500,14828,253900,
seq_1350_70,910575,15537500,450598,4584900,12354,471300,14360,227500,15677,271500,
seq_1350_71,910575,16088900,459698,4724700,12370,330000,15920,243300,14897,261800,
seq_1350_72,910575,15296700,447759,4560700,12388,329000,16822,265700,14846,256200,
seq_1350_73,910575,14952700,459384,4661200,12396,325100,15277,378600,14911,259300,
seq_1350_74,910575,15411200,460190,4837500,12336,339100,15163,251000,15972,274600,
seq_1350_75,910575,15820800,438429,4626800,12368,372000,14592,232100,16499,288300,
seq_1350_76,910575,15829400,452517,4721900,12373,375900,15573,237800,15107,262100,
seq_1350_77,910575,15639600,458725,4775100,12351,341600,15038,242300,15629,277200,
seq_1350_78,910575,16699000,446688,4658800,12315,340700,16388,237400,15501,261900,
seq_1350_79,910575,15861400,463211,4936800,12358,372900,15194,243700,15255,273600,
seq_1350_80,910575,15582500,472762,4821200,12371,647600,14666,225400,15524,268700,
seq_1350_81,910575,16136500,465855,4918700,12396,344700,15398,233200,15793,279200,
seq_1350_82,910575,15804500,449740,4773600,12363,339400,15641,247100,15648,280200,
seq_1350_83,910575,16216400,452469,4730200,12359,387700,14738,228300,16073,264000,
seq_1350_84,910575,15853700,453462,4606300,12365,333300,15723,235100,16472,281100,
seq_1350_85,910575,15182500,453070,4798200,12350,332400,16920,242400,15472,265900,
seq_1350_86,910575,15522500,446771,4541000,12398,331500,16508,242700,14444,252300,
seq_1350_87,910575,15565600,443315,4549600,12361,633100,16038,238400,14123,253200,
seq_1350_88,910575,15563900,465610,4944500,12317,330400,15003,240700,16184,275500,
seq_1350_89,910575,15698800,440284,4485300,12383,330300,14716,223000,14449,256800,
seq_1350_90,910575,15493900,452302,4611000,12417,358000,14951,224700,16535,289600,
seq_1350_91,910575,16044900,465027,4957100,12364,335100,15209,226900,14391,252800,
seq_1350_92,910575,15744800,465366,4740300,12371,331000,14846,234600,15308,259300,
seq_1350_93,910575,15561900,452639,4800100,12376,376200,15322,244600,16075,260800,
seq_1350_94,910575,15438000,445469,4671000,12365,344200,14839,240700,16444,271600,
seq_1350_95,910575,39597000,468651,5085700,12378,428300,14916,228200,15851,275500,
seq_1350_96,910575,15929300,443034,4631400,12358,372100,14544,232400,15706,277000,
seq_1350_97,910575,15837000,468349,4912500,12375,375700,14895,236700,16565,292000,
seq_1350_98,910575,16459200,451144,4789700,12364,345800,14772,239700,14924,259000,
seq_1350_99,910575,15716500,460521,4800600,12390,375400,14696,235300,14448,257900,
seq_1400_0,979300,16862600,481656,5020800,12908,352800,17089,263100,17078,287300,
seq_1400_1,979300,16907600,490686,5117400,12906,354500,18064,267600,16482,287900,
seq_1400_2,979300,16255500,482193,5080000,12837,345900,16156,249000,15401,266500,
seq_1400_3,979300,17140600,480478,5017000,12932,348400,16814,382000,15951,301100,
seq_1400_4,979300,16602300,489853,4994100,12874,344200,17098,247400,15368,263400,
seq_1400_5,979300,18652100,484132,5355300,12918,345600,15112,241900,15223,263500,
seq_1400_6,979300,17751300,493966,5285600,12915,348000,16384,252300,16523,277800,
seq_1400_7,979300,17261800,487611,5182500,12879,355400,17541,262400,16994,294100,
seq_1400_8,979300,16976800,470211,5014900,12898,389700,16028,248700,15812,287100,
seq_1400_9,979300,18223600,485996,5118100,12888,721500,15827,245600,15872,267100,
seq_1400_10,979300,17466300,500572,5381400,12888,360200,16032,249300,15046,264700,
seq_1400_11,979300,18099700,498000,5207500,12886,392100,15302,251600,15943,285000,
seq_1400_12,979300,16905900,474586,4993600,12887,354600,15613,250400,15643,280400,
seq_1400_13,979300,16944200,493773,5737800,12935,355200,15447,244300,15939,285900,
seq_1400_14,979300,17036100,492185,5604900,12920,354600,15695,253700,15963,279900,
seq_1400_15,979300,16887000,487552,5094100,12894,418900,15378,250100,15560,287100,
seq_1400_16,979300,16751100,482384,5044800,12890,652600,17228,263400,18753,298400,
seq_1400_17,979300,17109600,500187,5292800,12921,354700,17323,263500,17008,382400,
